Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed,Sentiment,Certainty
O-Ton,2023-05-22,tagesschau,"(zum Gebäudeenergiegesetz: Wenn man sich ansieht, was auf demTisch liegt, das ist eine so große Baustelle, dass ich mir nicht vorstellen kann, dass wir in dieserSitzungswoche geschweige denn vor der Sommerpause ein Ergebnis erzielen können)",Generalsekretär FDP,Bijan Djir-Sarai,Es gibt beim geplanten Heizungsgesetz noch viele Streitpunkte.,FDP,geben geplant Heizungsgesetz vieler Streitpunkt,positive,0.9999902248382568
O-Ton,2023-04-19,tagesschau,"(Es wird im parlamentarischen Verfahren Änderungen amGesetzentwurf geben; im Vergleich zum ursprünglichen Entwurf von Robert Habeck ist er besser geworden,aber wir wollen Technologieoffen sein, weil nicht überall die Wärmepumpe passt)",Fraktionsvorsitzender FDP,Christian Dürr,Es wird es ÈAnderungen geben im parlamentarischen Verfahren.,FDP,èanderungen geben parlamentarisch Verfahren,positive,0.9999887943267822
O-Ton,2023-04-22,tagesthemen,"(konzentrieren auf das, was in Zukunft möglich ist;Gasheizungen, die Wasserstoff verbrennen können (Klimaneutral) sollen neben Wärmepumpen zulässigsein)",Fraktionsvorsitzender FDP,Christian Dürr,den Leitantrag des Bundesvorstands mit seiner Rede eingebracht.,FDP,Leitantrag Bundesvorstand Rede einbringen,positive,0.9999874830245972
O-Ton,2023-05-30,tagesthemen,(Müssen auf Anreize setzen),Fraktion FDP,Frank Schäffler,Staendig bekommt er die Verunsicherung der Buerger zu spueren.,FDP,staendig bekommen Verunsicherung Buerger spueren,positive,0.9999872446060181
O-Ton,2023-05-30,tagesschau,"(Müssen auf Anreize setzen; Menschen müssen selbst entscheiden, welcheHeizungen sie einbauen oder nicht und das muss man über den Preis gestalten und nicht über einseitigeordnungsrechtliche Maßnahmen)",Fraktion FDP,Frank Schäffler,Die Gruenen werfen der FDP Wortbruch vor.,FDP,gruen werfen FDP Wortbruch,positive,0.999987006187439
O-Ton,2023-06-11,tagesschau,"(Am Ende des Tages brauchen wir Heizungsgesetz, was wirklichfunktioniert; die Heizung muss zum Haus passen und nicht umgekehrt)",Fraktionsvorsitzender FDP,Christian Dürr,Die Opposition lehnt das Gesetz in der jetzigen Form ab.,FDP,Opposition lehnen Gesetz jetzig Form ab,positive,0.9999855756759644
O-Ton,2023-09-08,tagesthemen,"(Wir wollen das Gebäudeenergiegesetz, das Robert Habeckeingebracht hat - das ja ein ""Heizungs- Verbotsgesetz"" ist, das wollen wir vom Kopf auf die Füße)",Fraktion FDP,Archivmaterial Frank Schäffler,"das ein Heizungsverbotsgesetz ist, vom Kopf auf die Fuesse stellen.",FDP,Heizungsverbotsgesetz Kopf fuesse stellen,positive,0.9999852180480957
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,"Die FDP liefert weiter, vor allem Gegenwind zu den Gruenen.",FDP,FDP liefern gegenwind gruen,positive,0.9999822378158569
O-Ton,2023-05-23,tagesthemen,(Die Bedenken hat FDP schon frühzeitig markiert),Fraktionsvorsitzender FDP,Christian Dürr,Dabei hatte Lindner dem Gesetz im April im Kabinett zugestimmt.,FDP,dabei Lindner Gesetz April Kabinett zustimmen,positive,0.99997878074646
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,Auf dem Parteitag brachte die Basis einen Antrag ein.,FDP,Parteitag bringen Basis Antrag,positive,0.9999775886535645
O-Ton,2023-04-01,tagesthemen,(verweist auch auf die Option mit Wasserstoff zu heizen - nennt esTechnologieoffenheit),Fraktion FDP,Michael Kruse,"Die Gruenen unterstuetzen den Wunsch der FDP, zweifeln aber den Nutzen an:",FDP,gruen unterstuetzen Wunsch FDP zweifeln Nutzen,positive,0.9999771118164062
O-Ton,2023-06-13,tagesthemen,"(Um Heizungsgesetz auf die Tagesordnung des Bundestags zubringen, muss sich ""Gesetz fundamental ändern""; das wichtigste ist, dass es ein gutesGebäudeenergiegesetz gibt, der Zeitpunkt ist zweitrangig)",Fraktionsvorsitzender FDP,Christian Dürr,"Dafuer muss sich dieses Gesetz fundamental aendern,",FDP,Dafuer Muss Gesetz fundamental aendern,positive,0.9999765157699585
O-Ton,2023-06-13,tagesthemen,"(Es bestand ja die Sorge, dass ab dem 1. Januar beispielsweiseGasheizung nicht mehr eingebaut werden können, wenn die eigene Heizung kaputt geht. Diese Sorge kannman die Menschen jetzt nehmen, denn alle Technologien sind möglich)",Fraktionsvorsitzender FDP,Christian Dürr,"Es bestand die Sorge, dass Gasheizungen ab dem naechsten Jahr",FDP,bestehen Sorge Gasheizung ab naechst Jahr,positive,0.999972939491272
O-Ton,2023-07-14,tagesthemen,"(""Immer dann, wenn die Politik in den Augen der Menschen nichterfolgreich ist, wenn sie unzufrieden sind, insbesondere auch mit der Regierung, dann ist es einKonjunkturprogramm für die politischen Ränder. Und davon profitiert derzeit die AfD"")",Fraktion CDU/CSU,Thorsten Frei,"ist ein guter Weg, der Deutschland nach vorne bringt.",CDU/CSU,gut Weg Deutschland vorne bringen,negative,0.9837245941162109
O-Ton,2023-09-08,tagesschau,"(Dieses Heiz-Gesetz ist derGipfel der Respektlosigkeit gegenüber Bürgerinnen und Bürgern ... es geht darum, dass es wiederabgeschafft werden muss)",Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,Alexander Dobrindt,"Es geht nicht darum, wie man es veraendern kann,",CDU/CSU,gehen darum veraendern,neutral,0.9832893013954163
O-Ton,2023-09-08,tagesthemen,"(Dieses Heiz-Gesetz ist derGipfel der Respektlosigkeit gegenüber Bürgerinnen und Bürgern ... es geht darum, dass es wiederabgeschafft werden muss)",Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,Alexander Dobrindt,"Es geht nicht darum, wie man es veraendern kann.",CDU/CSU,gehen darum veraendern,neutral,0.9787657856941223
O-Ton,2023-06-30,tagesschau,"(Kritik am engen Zeitrahmen, den Parlamentarier vor der Abstimmunghaben)",Fraktion CDU/CSU,Andreas Jung,"Um 120 Seiten zu lesen, zu bewerten, Schluesse zu ziehen.",CDU/CSU,120 Seite lesen bewerten Schluesse ziehen,neutral,0.9734619855880737
O-Ton,2023-04-19,tagesthemen,"(Das Gesetz, so wie es heute im Kabinettbeschlossen wurde, hat schon in der Koalition keine Mehrheit; das Chaos bei der Wärme-Wende geht weiter)",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,hat schon in der Koalition keine Mehrheit.,CDU/CSU,schon Koalition Mehrheit,neutral,0.9732661247253418
O-Ton,2023-06-30,tagesthemen,"(Kritik am engen Zeitrahmen, den Parlamentarier vor der Abstimmunghaben)",Fraktion CDU/CSU,Andreas Jung,"um 120 Seiten zu lesen, zu bewerten, Schluesse zu ziehen.",CDU/CSU,120 Seite lesen bewerten Schluesse ziehen,neutral,0.9712111353874207
O-Ton,2023-06-15,tagesthemen,"(""Wenn ich nächstes Jahr als Bürger eineGasheizung einbaue, muss ich die dann 2028 wieder ... ausbauen, wenn eine Wärmeplanung da ist? Siesagen Ja, sie sagen Nein. Wird es vor Einbau einer Gasheizung eine verpflichtende Beratung geben, sagendie Grünen oder ein Beratungsangebot, sagt die FDP"")",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,muss ich die dann 2028 wieder abbauen?,CDU/CSU,2028 abbauen,neutral,0.9548504948616028
O-Ton,2023-04-19,tagesschau,"(Das Gesetz, so wie es heute im Kabinettbeschlossen wurde, hat schon in der Koalition keine Mehrheit; das Chaos bei der Wärme-Wende geht weiter)",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Das Gesetz hat schon in der Koalition keine Mehrheit.,CDU/CSU,Gesetz schon Koalition Mehrheit,neutral,0.920257568359375
O-Ton,2023-06-13,tagesthemen,"(Diese Koalition darf sich nicht darüber wundern, wenn inder deutschen Öffentlichkeit zunehmend Proteste aus der Mitte der Gesellschaft heraus artikuliert werdengegen die Art und gegen den Inhalt der Gesetze, die in Berlin zurzeit verabschiedet werden)",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,wenn es immer mehr Proteste aus der Bevoelkerung gibt.,CDU/CSU,immer mehr Protest Bevoelkerung geben,neutral,0.7941558361053467
O-Ton,2023-05-23,tagesschau,"(Es wäre gut, wenn der Bundeskanzler ""baldmöglich"" dieFührung dieser Koalition übernimmt, und dafür sorgt, dass dieses Chaos ein Ende hat)",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,"Es waere gut, wenn der Kanzler die Fuehrung der Koalition uebernimmt",CDU/CSU,waern gut Kanzler Fuehrung Koalition uebernimmt,neutral,0.5316379070281982
O-Ton,2023-04-19,tagesthemen,"(Das Gesetz, so wie es heute im Kabinettbeschlossen wurde, hat schon in der Koalition keine Mehrheit; das Chaos bei der Wärme-Wende geht weiter)",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Der Kanzler verteidigt die Plaene sogar auf seiner Reise in Portugal.,CDU/CSU,Kanzler verteidigen Plaene sogar Reise Portugal,positive,0.9999911785125732
O-Ton,2023-07-06,tagesschau,"(Experten noch mal fragen, Ausschuss noch einmal tragen lassen,dann hätte man nach meinem Gefühl, die formalen Voraussetzungen erfüllt)",Fraktion CDU/CSU,Thomas Heilmann,dann haette man die formellen Voraussetzungen erfuellt.,CDU/CSU,haeten formell Voraussetzung erfuellen,positive,0.9999899864196777
O-Ton,2023-04-19,tagesthemen,"(Das Gesetz, so wie es heute im Kabinettbeschlossen wurde, hat schon in der Koalition keine Mehrheit; das Chaos bei der Wärme-Wende geht weiter)",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,So wird aus der Waermewende eine Chaoswende.,CDU/CSU,Waermewende Chaoswende,positive,0.9999898672103882
O-Ton,2023-05-23,tagesschau,"(Es wäre gut, wenn der Bundeskanzler ""baldmöglich"" dieFührung dieser Koalition übernimmt, und dafür sorgt, dass dieses Chaos ein Ende hat)",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,"und dafuer sorgt, dass dieses Chaos ein Ende hat.",CDU/CSU,Dafuer sorgen Chaos Ende,positive,0.9999891519546509
O-Ton,2023-07-06,tagesthemen,"(Es gibt allen Grund, dieses Gesetz auch inhaltlich sauberzu beraten, die Einwände der Sachverständigen ernst zu nehmen. Die Beratungen im Deutschen Bundestagvielleicht sogar auf das Ziel ausrichten, dass wir eine breite parlamentarische Mehrheit für einen so tiefenEingriff in die privaten Haushalte in Deutschland bekommen)",Fraktionsvorsitzender CDU/CSU,Friedrich Merz,"Nicht das erste Mal, dass die Ampel das Parlament unter Zeitdruck setzt,",CDU/CSU,erster Mal Ampel Parlament Zeitdruck setzen,positive,0.9999884366989136
O-Ton,2023-06-10,tagesschau,"(Gerade die Grünen treiben die Dinge mit""Brachialkur"" voran und zwar nur mit Ideologie, ohne Pragmatismus, ohne Vernunft; deshalb das klareSignal, diese Politik der Grünen darf nicht die Mehrheit in Deutschland werden)",Ministerpräsident Bayern/Vorsitzender CSU,Markus Söder,Nur wenige Demonstranten stellen sich der aufgeheizten Stimmung entgegen.,CDU/CSU,weniger Demonstrant stellen aufgeheizt Stimmung entgegen,positive,0.9999852180480957
O-Ton,2023-06-18,tagesschau,,Oberbürgermeister Offenburg/CDU,Marco Steffens,die Laender in die Beratungen zum Heizungsgesetz einzubinden.,CDU/CSU,laender Beratung Heizungsgesetz einzubinden,positive,0.9999833106994629
O-Ton,2023-06-19,tagesthemen,(Man darf nicht wegen jeder schnellen Stimme den politischen Anstand verlieren),,Markus Söder,"Der politische Anstand ist, so Soeders Ansicht offenbar,",CDU/CSU,politisch Anstand Soeder ansicht offenbar,positive,0.9999825954437256
O-Ton,2023-06-04,tagesschau,"(""Es geht im Kern nicht um die wahren Sorgen der Menschen. Es gehtnicht um Inflation. Es geht nicht um die Fragen bei der Gesundheitspolitik. es geht nicht um das Chaos beiden Heizungen. Sondern es wird der Eindruck entwickelt, dass wenige Randthemen eine Rolle spielen"")",Generalsekretär CDU,Mario Czaja,"Es wird der Eindruck erweckt, dass Randthemen eine Rolle spielen.",CDU/CSU,Eindruck erwecken Randtheme Rolle spielen,positive,0.999982476234436
O-Ton,2023-07-06,tagesthemen,"(Wenn man ehrlich ist, leiden die Verfahren des DeutschenBundestages seit längerem auch schon in der letzten Legislaturperiode an mangelnder Sorgfalt, wasinsbesondere durch überhöhtes Tempo ausgelöst wird)",Fraktion CDU/CSU,Thomas Heilmann,soll das Gebaeudeenergiegesetz auf der Tagesordnung stehen.,CDU/CSU,sollen Gebaeudeenergiegesetz Tagesordnung stehen,positive,0.999981164932251
O-Ton,2023-06-04,tagesthemen,"(""Wir haben keine klaren Antworten auf die Krankenhausreform, die derBundesgesundheitsminister umsetzen möchte. Die Flüchtlingskrise beschäftigt viele Menschen. DasHeizungsgesetz hat hohe Verunsicherung herbeigeführt. Und das führt dazu, dass die Menschen auch zuden politischen Rändern gehen"")",Generalsekretär CDU,Mario Czaja,"Wir haben keine Antworten auf die Krankenhausreform,",CDU/CSU,Antwort Krankenhausreform,positive,0.9999809265136719
O-Ton,2023-05-24,tagesthemen,"(Sie sorgen sich um Zeitpläne und Formalien,streiten auf Twitter; nur um die existentiellen Ängste der Leute im realen Leben, um die kümmert sich geradekeiner; liebe Kollegen von der Ampel, das ist machtvergessen, selbstbezogen, unwürdig)",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,"Sie sorgen sich um Zeitplaene und Formalien,",CDU/CSU,sorgen zeitplaen formalien,positive,0.9999796152114868
O-Ton,2023-06-04,tagesthemen,"(""Wir haben keine klaren Antworten auf die Krankenhausreform, die derBundesgesundheitsminister umsetzen möchte. Die Flüchtlingskrise beschäftigt viele Menschen. DasHeizungsgesetz hat hohe Verunsicherung herbeigeführt. Und das führt dazu, dass die Menschen auch zuden politischen Rändern gehen"")",Generalsekretär CDU,Mario Czaja,"Das fuehrt dazu, dass die Menschen zu den politischen Raendern gehen.",CDU/CSU,fuehren Mensch politisch Raender gehen,positive,0.9999784231185913
O-Ton,2023-05-24,tagesthemen,"(Sie sorgen sich um Zeitpläne und Formalien,streiten auf Twitter; nur um die existentiellen Ängste der Leute im realen Leben, um die kümmert sich geradekeiner; liebe Kollegen von der Ampel, das ist machtvergessen, selbstbezogen, unwürdig)",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,"Nur um die existenziellen ÈAngste der Leute im realen Leben,",CDU/CSU,existenziell èang Leute real Leben,positive,0.9999772310256958
O-Ton,2023-05-24,tagesschau,"(Sie sorgen sich um Zeitpläne und Formalien,streiten auf Twitter; nur um die existentiellen Ängste der Leute im realen Leben, um die kümmert sich geradekeiner; liebe Kollegen von der Ampel, das ist machtvergessen, selbstbezogen, unwürdig - beenden Siedieses Schauspiel, ziehen Sie den Gesetzentwurf zurück)",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Nur um die existenziellen ÈAngste der Leute im echten Leben,CDU/CSU,existenziell èang Leute echt Leben,positive,0.9999768733978271
O-Ton,2023-06-27,tagesthemen,"(Es wird kollektiv geplant, keiner wird mitseiner Planung alleine gelassen; Mieter sind uns sehr wichtig gewesen)",stellvertretender Fraktionsvorsitzender SPD,Matthias Miersch,Auch die Mieter sind uns sehr wichtig gewesen.,SPD,Mieter wichtig,negative,0.9531395435333252
O-Ton,2023-06-04,tagesthemen,"(""Ich glaube, Robert Habeck ist sich sehr bewusstdarüber, dass das [Gebäudeenergiegesetz], wie er es sozusagen sich ursprünglich vorgestellt hat, sojedenfalls nicht umsetzbar ist. [Ein Gesetz, dass] für viele, viele Bürgerinnen und Bürger [...] auch teilweiseWut und Empörung hervorgerufen hat"")",stellvertretender Fraktionsvorsitzender SPD,Dirk Wiese,fuer das Versagen von Regierung und Kanzler.,SPD,Fuer versagen Regierung Kanzler,negative,0.611291766166687
O-Ton,2023-05-22,tagesschau,"(Kritik an FDP: Es nervt auch die Fraktionsspitzen, von daherhoffe ich, dass in den nächsten Stunden ein Umdenken möglich ist; die FDP muss in der Lage sein, auch zubelastbaren Beratungen im Bundestag zu kommen)",Fraktionsvorsitzender SPD,Rolf Mützenich,"Es nervt auch die Fraktionsspitzen, und von daher hoffe ich immer noch,",SPD,nerven Fraktionsspitz daher hoffen immer,neutral,0.9831312894821167
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,weil die Zinsen extrem nach oben gegangen sind.,SPD,Zins extrem oben gehen,neutral,0.9804750084877014
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Muessen Sie da nicht noch mehr Geld reinstecken,",SPD,muessen mehr Geld reinstecken,neutral,0.968044638633728
O-Ton,2023-05-23,tagesschau,"(Am Ende würden wir uns allen schaden, wenn das nicht allerSachgerechtigkeit und aller Überzeugung in den Beratungen bis zur Sommerpause auf den Weg gebrachtwird)",Fraktionsvorsitzender SPD,Rolf Mützenich,"Am Ende schaden wir uns allen, wenn das nicht in Sachgerechtigkeit",SPD,Ende schaden Sachgerechtigkeit,neutral,0.95954829454422
O-Ton,2023-05-22,tagesthemen,"(Wenn wir klimaneutral werden wollen - und dass müssen wir - muss dieWärmewende jetzt eingeleitet werden - auch ambitioniert eingeleitet werden, nachdem man in denvergangenen 16 Jahren keinen Mut dazu gefunden hat)",Vorsitzende SPD,Saskia Esken,weil man in den letzten 16 Jahren keinen Mut dazu hatte.,SPD,letzter 16 Jahr Mut,neutral,0.9519516825675964
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Das war ... Aber jetzt sind Sie ja Ministerin.,SPD,  ja ministerin,neutral,0.9514555931091309
O-Ton,2023-05-18,tagesthemen,,Fraktion SPD,Nina Scheer,sollte fuer Habeck wohl ein Befreiungsschlag sein.,SPD,sollen Fuer Habeck wohl Befreiungsschlag,neutral,0.9395335912704468
O-Ton,2023-04-19,tagesthemen,"(Gesetz wird nicht dazuführen, dass jemand ohne Heizung ist oder sein Haus verkaufen muss, weil sie sich nicht an dieAnforderungen des Gesetzes halten können)","Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,"Und auch nicht, dass Menschen gezwungen sind,",SPD,Mensch zwingen,neutral,0.9384700059890747
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Und die Situation sich trotz aller Bemuehen weiter verschlechtert?,SPD,Situation trotz Bemueh verschlechtern,neutral,0.906304657459259
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Sondervermoegen klingt ja immer nach Reichtum -,SPD,Sondervermoegen klingen ja immer Reichtum,neutral,0.8580830693244934
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wir haben Menschen, die zusaetzlich gekommen sind.",SPD,Mensch zusaetzlich kommen,neutral,0.7205037474632263
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Auch im Bauhandwerk sind die Ausbildungszahlen hochgegangen,SPD,Bauhandwerk ausbildungszahl Hochgegang,positive,0.9999912977218628
O-Ton,2023-09-08,tagesthemen,"(""Heute hat es sich glaube ich zu Endegeruckelt"")",Bundeskanzler/SPD,Archivmaterial 14.06.2023: Olaf Scholz,In den Bundestag eingebracht wird das Heizungsgesetz.,SPD,Bundestag einbringen Heizungsgesetz,positive,0.9999910593032837
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Gestern wurde beschlossen, dass ab 2024 neue Heizungen",SPD,gestern beschließen ab 2024 neu Heizunge,positive,0.9999905824661255
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Wir starten ab 1.6. eine Foerderung fuer Familien im Eigentumserwerb.,SPD,starten ab 16 Foerderung Fuer Familie Eigentumserwerb,positive,0.9999887943267822
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Hier setzt der Staat an durch ein Zinsverbilligungsprogramm.,SPD,setzen Staat zinsverbilligungsprogramm,positive,0.9999874830245972
